#Dec 02, 2016  02:37:39 PM
#Residual Gas Analyzer Software 
#Software Version, 3.211.002
#
#Analog Scan Setup:
#
#Data Points in Scan, 641 
#Units, Torr 
#Noise Floor, 2 
#CEM Status, OFF 
#Points Per AMU, 10
#Scan Start Mass, 1, amu 
#Scan Stop Mass, 65, amu
#Focus Voltage, 90, Volts 
#Ion Energy, HIGH 
#Electron Energy, 70, eV 
#CEM Voltage, 1000, Volts
#CEM Gain, 1.00E+006 
#Sensitivity Factor, 9.16E-005 
#Filament Current, 1.00, mAmps


 55.10,   1.15E-008, 
 55.20,   2.25E-008, 
 55.30,   5.48E-008, 
 55.40,   9.36E-008, 
 55.50,   1.30E-007, 
 55.60,   1.37E-007, 
 55.70,   1.04E-007, 
 55.80,   3.68E-008, 
 55.90,   1.67E-008, 
 56.00,   1.21E-008, 
 56.10,   1.31E-008, 
 56.20,   2.37E-008, 
 56.30,   6.50E-008, 
 56.40,   1.15E-007, 
 56.50,   1.63E-007, 
 56.60,   1.74E-007, 
 56.70,   1.44E-007, 
 56.80,   4.87E-008, 
 56.90,   1.85E-008, 
 57.00,   1.12E-008, 
 57.10,   9.99E-009, 
 57.20,   1.44E-008, 
 57.30,   3.42E-008, 
 57.40,   6.24E-008, 
 57.50,   9.47E-008, 
 57.60,   1.07E-007, 
 57.70,   9.62E-008, 
 57.80,   4.00E-008, 
 57.90,   1.65E-008, 
 58.00,   9.70E-009, 
 58.10,   7.81E-009, 
 58.20,   9.90E-009, 
 58.30,   2.12E-008, 
 58.40,   3.84E-008, 
 58.50,   5.89E-008, 
 58.60,   6.92E-008, 
 58.70,   6.52E-008, 
 58.80,   3.04E-008, 
 58.90,   1.31E-008, 
 59.00,   7.11E-009, 
 59.10,   4.66E-009, 
 59.20,   3.24E-009, 
 59.30,   4.92E-009, 
 59.40,   7.16E-009, 
 59.50,   1.00E-008, 
 59.60,   1.23E-008, 
 59.70,   1.34E-008, 
 59.80,   9.59E-009, 
 59.90,   5.59E-009, 
 60.00,   3.18E-009, 
 60.10,   2.46E-009, 
 60.20,   2.94E-009, 
 60.30,   5.82E-009, 
 60.40,   8.49E-009, 
 60.50,   1.18E-008, 
 60.60,   1.46E-008, 
 60.70,   1.44E-008, 
 60.80,   9.04E-009, 
 60.90,   5.18E-009, 
 61.00,   2.56E-009, 
 61.10,   1.88E-009, 
 61.20,   1.57E-009, 
 61.30,   1.76E-009, 
 61.40,   2.19E-009, 
 61.50,   2.70E-009, 
 61.60,   3.37E-009, 
 61.70,   3.55E-009, 
 61.80,   2.76E-009, 
 61.90,   2.04E-009, 
 62.00,   1.39E-009, 
 62.10,   1.21E-009, 
 62.20,   1.28E-009, 
 62.30,   1.74E-009, 
 62.40,   2.42E-009, 
 62.50,   3.23E-009, 
 62.60,   4.50E-009, 
 62.70,   5.11E-009, 
 62.80,   3.61E-009, 
 62.90,   2.10E-009, 
 63.00,   1.52E-009, 
 63.10,   1.25E-009, 
 63.20,   1.29E-009, 
 63.30,   1.50E-009, 
 63.40,   2.22E-009, 
 63.50,   2.92E-009, 
 63.60,   4.13E-009, 
 63.70,   4.96E-009, 
 63.80,   4.32E-009, 
 63.90,   3.20E-009, 
 64.00,   3.82E-009, 
 64.10,   5.78E-009, 
 64.20,   9.93E-009, 
 64.30,   2.41E-008, 
 64.40,   4.44E-008, 
 64.50,   6.28E-008, 
 64.60,   7.63E-008, 
 64.70,   5.68E-008, 
 64.80,   2.31E-008, 
 64.90,   1.05E-008, 
 65.00,   5.78E-009, 
